onset	duration	trial_type	eye_onset
0.506434599	0.1	132	7000033
0.5074303691	2.3	135	7000034
1.6674321239	0	136	7000039
2.9904283677	0.1	132	7000051
3.0504360889	2.3	135	7000052
3.6274295394	0	136	7000053
5.540434653	0.1	132	7000069
5.6004323159	2.3	135	7000070
5.9784326797	0	136	7000071
8.0904308801	0.1	132	7000091
8.150428543	2.2	135	7000092
8.5394326692	0	136	7000093
13.5514352565	0.1	132	7000120
13.6114329194	2.2	135	7000121
14.1114302074	0	136	7000122
15.9984346573	0.1	132	7000142
16.0584323202	2.4	135	7000143
16.4534311836	0	136	7000144
18.6514277105	0.1	132	7000176
18.7114354317	2.3	135	7000177
19.1334307288	0	136	7000182
21.2014339958	0.1	132	7000198
21.2614316587	2.2	135	7000199
21.6944307183	0	136	7000204
23.6484333967	0.1	132	7000224
23.7084310596	2.4	135	7000225
24.1254273896	0	136	7000226
29.3154314255	0.1	132	7000259
29.3754290884	2.4	135	7000260
29.9674294983	0	136	7000261
31.969430307	0.1	134	7000277
32.0294279699	2.4	135	7000278
32.6884366666	0	136	7000279
34.6224334185	0.1	132	7000297
34.6824310814	2.4	135	7000298
35.2394286637	0	136	7000303
37.27543653	0.1	133	7000331
37.3354341929	2.4	135	7000332
38.0504272972	0	136	7000333
39.9284295832	0.1	132	7000345
39.9884272461	2.2	135	7000346
40.5614275579	0	136	7000347
42.375428984	0.1	134	7000367
42.4354367052	2.2	135	7000368
43.0724278187	0	136	7000373
44.8224283849	0.1	133	7000391
44.8824361061	2.4	135	7000392
45.8824306821	0	136	7000407
47.4754314964	0.1	132	7000413
47.5354291593	2.2	135	7000414
48.09343257	0	136	7000419
49.9234367256	0.1	132	7000435
49.9834343885	2.3	135	7000436
50.4434298818	0	136	7000437
52.4734329526	0.1	132	7000461
52.5334306155	2.3	135	7000462
52.9354300444	0	136	7000467
55.0234291797	0.1	132	7000505
55.0834369009	2.4	135	7000506
55.5074337964	0	136	7000511
57.6764322912	0.1	134	7000541
57.7364299541	2.2	135	7000542
58.3774343227	0	136	7000547
63.1374366676	0.1	132	7000564
63.1974343305	2.4	135	7000565
63.7774352078	0	136	7000572
65.7904297208	0.1	133	7000590
65.8504273837	2.4	135	7000591
66.4484325891	0	136	7000592
68.4434328322	0.1	132	7000608
68.5034304951	2.2	135	7000609
68.8494354581	0	136	7000614
70.8904322331	0.1	132	7000622
70.950429896	2.2	135	7000623
71.4204333817	0	136	7000628
73.3374316339	0.1	132	7000650
73.3984351252	2.2	135	7000651
73.9014297818	0	136	7000659
75.7854368632	0.1	134	7000672
75.8454345261	2.4	135	7000673
76.4824356978	0	136	7000674
81.4524348919	0.1	132	7000727
81.5124325548	2.4	135	7000728
82.1744285618	0	136	7000731
84.1054279451	0.1	132	7000753
84.1654356663	2.3	135	7000754
84.5654334967	0	136	7000769
86.6554342304	0.1	133	7000801
86.7154318933	2.2	135	7000802
87.3654283677	0	136	7000809
89.1024336313	0.1	132	7000825
89.1624312942	2.4	135	7000826
89.5864281898	0	136	7000831
91.7554367428	0.1	132	7000849
91.8154344057	2.4	135	7000853
92.2564298009	0	136	7000859
94.408429796	0.1	134	7000875
94.4684274589	2.3	135	7000876
95.1374340897	0	136	7000877
96.9594318514	0.1	134	7000889
97.0194295143	2.2	135	7000890
97.5274331962	0	136	7000891
99.4064312522	0.1	132	7000899
99.4664289151	2.2	135	7000900
99.9494277035	0	136	7000903
101.8534306531	0.1	132	7000919
101.913428316	2.4	135	7000920
102.3104287778	0	136	7000925
104.5064337646	0.1	132	7000945
104.5664314275	2.4	135	7000946
104.9104347919	0	136	7000947
107.1594368761	0.1	133	7000967
107.219434539	2.3	135	7000972
107.89142848	0	136	7000973
109.7094331031	0.1	132	7000985
109.769430766	2.4	135	7000986
110.1724360232	0	136	7000987
112.3624362146	0.1	132	7000997
112.4224338775	2.4	135	7000998
112.8844309692	0	136	7001003
115.0164350961	0.1	133	7001051
115.076432759	2.2	135	7001052
115.6754337345	0	136	7001057
117.463434497	0.1	132	7001081
117.5234321599	2.2	135	7001086
118.0054351782	0	136	7001097
119.9104338979	0.1	132	7001135
119.9704315608	2.3	135	7001138
120.3364323919	0	136	7001149
122.4604301249	0.1	132	7001195
122.5204277878	2.3	135	7001198
122.927436242	0	136	7001209
125.0104364102	0.1	132	7001243
125.0704340731	2.4	135	7001244
125.6884351467	0	136	7001281
127.6634294634	0.1	133	7001331
127.7234271263	2.3	135	7001332
128.2894369309	0	136	7001341
130.2134357487	0.1	132	7001355
130.2734334116	2.2	135	7001358
130.6394342427	0	136	7001359
132.6614309196	0.1	132	7001369
132.7214285825	2.3	135	7001370
133.1404365693	0	136	7001375
135.2114271467	0.1	132	7001391
135.2714348679	2.4	135	7001392
135.6524326001	0	136	7001397
137.8644302582	0.1	132	7001417
137.9244279211	2.2	135	7001418
138.3224342113	0	136	7001419
140.311429659	0.1	132	7001439
140.3714273219	2.3	135	7001440
140.7834347432	0	136	7001445
142.8614359443	0.1	134	7001461
142.9214336072	2.4	135	7001462
143.5444336479	0	136	7001463
148.5284339731	0.1	133	7001498
148.588431636	2.4	135	7001503
149.3364360278	0	136	7001508
151.1814270263	0.1	134	7001526
151.2414347475	2.3	135	7001527
151.7674326991	0	136	7001531
153.7314333116	0.1	133	7001542
153.7914309745	2.3	135	7001543
154.478431875	0	136	7001552
156.282435367	0.1	133	7001572
156.3424330299	2.2	135	7001573
156.8694267516	0	136	7001574
158.7294347678	0.1	132	7001590
158.7894324307	2.4	135	7001591
159.1894302611	0	136	7001592
164.3964327966	0.1	132	7001643
164.4564304595	2.2	135	7001646
165.0724299346	0	136	7001649
166.8434321975	0.1	132	7001687
166.9034298604	2.3	135	7001690
167.3124298548	0	136	7001699
169.3934284245	0.1	132	7001743
169.4534361457	2.2	135	7001744
169.8034342473	0	136	7001749
171.8404278253	0.1	134	7001761
171.9004355465	2.2	135	7001762
172.4054318016	0	136	7001763
174.2874272262	0.1	132	7001779
174.3474349474	2.2	135	7001780
174.8464364653	0	136	7001787
176.7344366853	0.1	134	7001801
