onset	duration	trial_type	eye_onset
0.6938929162	0.1	132	10572290
0.7548863492	2.3	135	10572293
1.151886811	0	136	10572294
3.2438891432	0.1	132	10572302
3.3038868061	2.3	135	10572303
3.5428917459	0	136	10572304
5.7938954285	0.1	132	10572334
5.8538930914	2.3	135	10572335
6.1638893983	0	136	10572336
8.3438916556	0.1	132	10572354
8.4038893185	2.3	135	10572355
8.6548937908	0	136	10572356
10.8938878826	0.1	132	10572388
10.9538956038	2.2	135	10572389
11.1858899198	0	136	10572390
13.3408872834	0.1	132	10572422
13.4008950046	2.4	135	10572423
13.6268945835	0	136	10572424
19.0078953705	0.1	132	10572471
19.0678930334	2.2	135	10572472
19.347895538	0	136	10572473
21.4548947713	0.1	132	10572505
21.5158882043	2.2	135	10572506
21.7988880775	0	136	10572507
23.9028899423	0.1	132	10572533
23.9628876052	2.2	135	10572534
24.2098888806	0	136	10572535
26.3498893431	0.1	134	10572551
26.409887006	2.2	135	10572552
26.9208880565	0	136	10572553
28.796888744	0.1	132	10572577
28.8568864069	2.4	135	10572578
29.1708859107	0	136	10572579
31.4498918555	0.1	132	10572601
31.5098895184	2.2	135	10572602
31.771887695	0	136	10572603
33.8968912563	0.1	132	10572629
33.9568889192	2.3	135	10572630
34.2238860629	0	136	10572631
36.4468874834	0.1	133	10572659
36.5068952045	2.2	135	10572660
36.9538953952	0	136	10572661
38.8938868842	0.1	132	10572691
38.9538946054	2.4	135	10572692
39.3448902718	0	136	10572693
41.5478857658	0.1	132	10572713
41.607893487	2.4	135	10572716
41.9058902613	0	136	10572719
44.2008888773	0.1	133	10572735
44.2608865402	2.3	135	10572736
44.7668886236	0	136	10572740
46.7508951626	0.1	134	10572781
46.8108928255	2.3	135	10572782
47.4478939972	0	136	10572786
49.3008913896	0.1	132	10572819
49.3608890525	2.3	135	10572820
50.0578878871	0	136	10572825
54.8648925922	0.1	132	10572878
54.9248902551	2.3	135	10572879
55.1778862677	0	136	10572880
57.4148888192	0.1	133	10572910
57.4748864821	2.4	135	10572911
58.1198940477	0	136	10572912
60.0678919307	0.1	132	10572930
60.1278895936	2.2	135	10572931
60.5908925138	0	136	10572935
62.5158871017	0.1	132	10572966
62.5758948228	2.3	135	10572967
62.941895654	0	136	10572968
65.065893387	0.1	132	10572998
65.1258910499	2.2	135	10572999
65.3528863988	0	136	10573000
67.5128927878	0.1	134	10573044
67.5728904507	2.4	135	10573045
67.9638861171	0	136	10573050
70.1658958993	0.1	132	10573072
70.2258935622	2.3	135	10573073
71.034891387	0	136	10573077
72.7158921263	0.1	132	10573096
72.7758897892	2.4	135	10573099
73.3848886988	0	136	10573110
75.3688952378	0.1	134	10573130
75.4288929007	2.3	135	10573137
76.2168890289	0	136	10573144
77.9188914648	0.1	133	10573174
77.9798949561	2.4	135	10573175
78.4078950486	0	136	10573176
80.5728903464	0.1	132	10573202
80.6328880093	2.3	135	10573203
81.1688939533	0	136	10573206
83.1228865734	0.1	132	10573226
83.1828942946	2.2	135	10573229
83.6898921481	0	136	10573237
