onset	duration	trial_type	eye_onset
0.7073021785	0.1	132	18787562
0.7672998414	2.2	135	18787563
1.1463060335	0	136	18787566
3.1543015794	0.1	132	18787596
3.2142992423	2.4	135	18787597
3.4452977881	0	136	18787598
5.8073046908	0.1	132	18787618
5.8673023537	2.3	135	18787619
6.1673007265	0	136	18787620
8.3573009179	0.1	132	18787646
8.4172985808	2.3	135	18787647
8.6773052171	0	136	18787648
10.9072971449	0.1	132	18787674
10.9673048661	2.4	135	18787675
11.1583016173	0	136	18787676
16.5743052319	0.1	132	18787711
16.6343028948	2.4	135	18787712
16.9093064324	0	136	18787713
19.2272982851	0.1	133	18787735
19.2873060063	2.4	135	18787740
19.8502983258	0	136	18787741
21.8803013966	0.1	134	18787757
21.9402990595	2.2	135	18787758
22.280299227	0	136	18787759
24.3273007975	0.1	134	18787787
24.3872984604	2.3	135	18787789
24.7003021941	0	136	18787793
26.8783028529	0.1	132	18787815
26.9383005158	2.2	135	18787816
27.1812985942	0	136	18787817
29.3253022537	0.1	132	18787833
29.3852999166	2.4	135	18787834
29.6133010939	0	136	18787835
31.9783053652	0.1	132	18787855
32.0383030281	2.2	135	18787856
32.2643026069	0	136	18787857
34.4253047661	0.1	133	18787879
34.485302429	2.3	135	18787882
34.8853002594	0	136	18787885
36.9753009931	0.1	132	18787897
37.035298656	2.2	135	18787898
37.2562992678	0	136	18787899
39.4223003939	0.1	132	18787917
39.4822980568	2.4	135	18787918
39.7263019637	0	136	18787919
42.0753035054	0.1	132	18787941
42.1353011683	2.3	135	18787942
42.3472996161	0	136	18787943
44.6252997324	0.1	132	18787967
44.6852973953	2.3	135	18787968
44.9383034662	0	136	18787969
47.1763017879	0.1	132	18787991
47.2362994508	2.4	135	18787992
47.4783017591	0	136	18787993
49.8293048993	0.1	134	18788017
49.8893025622	2.4	135	18788018
50.2193047956	0	136	18788019
52.4822979525	0.1	132	18788041
52.5423056737	2.4	135	18788042
52.7693010226	0	136	18788043
58.1493060396	0.1	132	18788078
58.2093037025	2.2	135	18788079
58.5113036737	0	136	18788082
60.5963054404	0.1	132	18788104
60.6563031033	2.3	135	18788105
60.9013027803	0	136	18788106
63.1463016675	0.1	133	18788130
63.2062993304	2.4	135	18788131
63.7423052744	0	136	18788132
68.8132996962	0.1	132	18788183
68.8732973591	2.4	135	18788184
69.2532993213	0	136	18788185
74.480297725	0.1	132	18788234
74.5403054461	2.3	135	18788235
74.9353043095	0	136	18788238
77.0303040103	0.1	132	18788258
77.0903016732	2.2	135	18788259
77.4253028736	0	136	18788260
79.4773034111	0.1	134	18788280
79.537301074	2.3	135	18788281
79.9662969366	0	136	18788282
82.0272996382	0.1	132	18788308
82.0883031294	2.4	135	18788309
82.3763019696	0	136	18788310
84.6812985197	0.1	133	18788330
84.7413062409	2.3	135	18788331
85.057297285	0	136	18788332
87.231304805	0.1	132	18788348
87.2913024679	2.2	135	18788349
87.5772997097	0	136	18788350
89.6783042059	0.1	132	18788376
89.7383018688	2.2	135	18788377
