onset	duration	trial_type	eye_onset
0.5065166597	0.1	125	16054566
0.5085081999	2.4	128	16054567
3.0965146815	0.1	125	16054585
3.1565123444	2.2	128	16054586
8.5575089996	0.1	125	16054629
8.6175167208	2.2	128	16054630
14.018513376	0.1	125	16054677
14.0785110389	2.3	128	16054678
16.568509603	0.1	125	16054700
16.6285173242	2.2	128	16054701
19.0155090039	0.1	125	16054725
19.0755167251	2.2	128	16054726
21.4625084047	0.1	125	16054754
21.5225161259	2.4	128	16054755
24.1155115162	0.1	125	16054777
24.1755091791	2.3	128	16054778
26.6665135716	0.1	125	16054794
26.7265112345	2.3	128	16054795
29.2165097986	0.1	126	16054801
29.2765175198	2.3	128	16054802
31.766516084	0.1	125	16054814
31.8265137469	2.3	128	16054815
34.316512311	0.1	125	16054837
34.3765099739	2.3	128	16054838
36.866508538	0.1	125	16054858
36.9265162592	2.4	128	16054859
39.5195116495	0.1	127	16054879
39.5795093124	2.2	128	16054880
41.9665110503	0.1	125	16054900
42.0265087132	2.4	128	16054901
44.6205099319	0.1	126	16054921
44.6805075948	2.2	128	16054924
47.0675093328	0.1	125	16054948
47.127517054	2.2	128	16054949
49.5145087336	0.1	127	16054951
49.5745164548	2.2	128	16054952
51.9615081345	0.1	125	16054970
52.0215158557	2.4	128	16054971
54.614511246	0.1	127	16054987
54.6745089089	2.2	128	16054988
57.0615106468	0.1	125	16055006
57.1215083097	2.3	128	16055011
59.6115169321	0.1	125	16055013
59.671514595	2.3	128	16055014
62.1615131592	0.1	127	16055024
62.2215108221	2.4	128	16055025
64.8155120407	0.1	125	16055047
64.8755097036	2.4	128	16055048
67.4685151522	0.1	126	16055050
67.5285128151	2.3	128	16055051
70.0185113792	0.1	125	16055087
70.0785090421	2.3	128	16055088
75.5825125818	0.1	125	16055131
75.6425102447	2.4	128	16055132
81.2495106106	0.1	125	16055175
81.3095082735	2.3	128	16055176
83.7995168959	0.1	126	16055200
83.8595145588	2.4	128	16055201
86.4525099491	0.1	125	16055215
86.512507612	2.3	128	16055216
89.0025162344	0.1	126	16055232
89.0625138973	2.4	128	16055233
91.656515116	0.1	125	16055243
91.7165127789	2.2	128	16055244
94.1035145168	0.1	127	16055272
94.1635121797	2.4	128	16055273
96.75650757	0.1	125	16055295
96.8165152912	2.3	128	16055296
99.3065138553	0.1	125	16055326
99.3665115182	2.4	128	16055331
101.9595169668	0.1	126	16055333
102.0195146297	2.2	128	16055334
104.4065163677	0.1	125	16055340
104.4665140306	2.3	128	16055341
106.9565125947	0.1	125	16055357
107.0165102576	2.3	128	16055358
109.5075146501	0.1	125	16055364
109.567512313	2.2	128	16055365
111.954514051	0.1	127	16055375
112.0145117139	2.4	128	16055376
114.6075171624	0.1	125	16055390
114.6675148253	2.3	128	16055391
117.1575133895	0.1	125	16055393
117.2175110524	2.4	128	16055394
122.8245114182	0.1	125	16055447
122.8845090811	2.2	128	16055448
125.2715108191	0.1	125	16055458
125.331508482	2.3	128	16055459
127.8215171044	0.1	125	16055483
127.8815147673	2.2	128	16055484
130.2685165052	0.1	126	16055512
130.3285141681	2.3	128	16055513
132.8195085024	0.1	127	16055535
132.8795162235	2.2	128	16055540
135.2665079032	0.1	127	16055552
135.3265156244	2.4	128	16055555
137.9195110147	0.1	125	16055563
137.9795086776	2.2	128	16055564
140.3665104156	0.1	125	16055576
140.4265080785	2.4	128	16055577
143.019513527	0.1	126	16055583
143.0795111899	2.2	128	16055586
145.4665129279	0.1	125	16055616
145.5265105908	2.4	128	16055617
148.1195160394	0.1	125	16055623
148.1795137023	2.2	128	16055624
150.5675112103	0.1	125	16055638
150.6275088732	2.2	128	16055639
153.0145106112	0.1	125	16055655
153.0745082741	2.4	128	16055656
158.6815086399	0.1	126	16055735
158.7415163611	2.2	128	16055738
161.1285080408	0.1	125	16055762
161.188515762	2.2	128	16055763
163.5755174999	0.1	125	16055777
163.6355151628	2.4	128	16055778
166.2285105531	0.1	125	16055786
166.288508216	2.2	128	16055787
168.675509954	0.1	125	16055803
168.7355176752	2.4	128	16055804
171.3285130655	0.1	127	16055810
171.3885107284	2.4	128	16055811
173.9815161769	0.1	125	16055839
174.0415138398	2.3	128	16055841
176.5325081741	0.1	127	16055866
176.5925158952	2.3	128	16055867
179.0825144594	0.1	125	16055891
179.1425121223	2.3	128	16055892
181.6325106864	0.1	126	16055910
181.6925083493	2.4	128	16055911
184.2855137979	0.1	125	16055929
184.3455114608	2.2	128	16055930
189.746508116	0.1	125	16055975
189.8065158372	2.2	128	16055976
192.1935075169	0.1	126	16056008
192.253515238	2.4	128	16056009
194.8465106283	0.1	125	16056031
194.9065082912	2.4	128	16056032
197.4995137398	0.1	125	16056040
197.5595114027	2.2	128	16056041
199.9475089108	0.1	127	16056061
200.007516632	2.3	128	16056062
205.5115101134	0.1	125	16056119
205.5715077763	2.4	128	16056120
208.1645132248	0.1	125	16056134
208.2245108877	2.4	128	16056135
210.8175163363	0.1	127	16056159
210.8775139992	2.4	128	16056162
213.4705093895	0.1	125	16056190
213.5305171107	2.2	128	16056192
215.9175087904	0.1	125	16056201
215.9775165116	2.3	128	16056202
218.4675150757	0.1	126	16056226
218.5275127386	2.3	128	16056227
221.0175113027	0.1	125	16056248
221.0775089656	2.2	128	16056249
223.4655165319	0.1	125	16056280
223.5255141948	2.4	128	16056281
226.1185095851	0.1	125	16056303
226.1785173063	2.2	128	16056304
228.565508986	0.1	125	16056346
228.6255167072	2.4	128	16056347
231.2185120975	0.1	125	16056385
231.2785097604	2.4	128	16056386
233.871515209	0.1	127	16056408
233.9315128719	2.4	128	16056409
236.5245082622	0.1	125	16056433
236.5845159833	2.3	128	16056434
239.0755103176	0.1	125	16056462
239.1355079805	2.4	128	16056463
244.7425083463	0.1	126	16056522
244.8025160675	2.3	128	16056523
247.2925146316	0.1	126	16056555
247.3525122945	2.2	128	16056556
249.7395140325	0.1	127	16056566
249.7995116954	2.4	128	16056568
255.4065120612	0.1	125	16056634
255.4665097241	2.4	128	16056635
258.0595151727	0.1	125	16056659
258.1195128356	2.3	128	16056664
260.6095113997	0.1	125	16056670
260.6695090626	2.3	128	16056671
263.1595076268	0.1	125	16056687
263.219515348	2.2	128	16056688
265.6065170859	0.1	125	16056708
265.6665147488	2.3	128	16056709
268.157509083	0.1	125	16056721
268.2165109758	2.3	128	16056722
270.7075153683	0.1	125	16056738
270.7675130312	2.3	128	16056739
273.2575115954	0.1	127	16056751
273.3175092583	2.3	128	16056752
275.8075078224	0.1	125	16056784
275.8675155436	2.4	128	16056785
278.4605109339	0.1	126	16056813
278.5205085968	2.2	128	16056814
280.9075103347	0.1	127	16056824
280.9675079976	2.2	128	16056829
283.3545097356	0.1	125	16056841
283.4145174568	2.3	128	16056842
285.905511791	0.1	125	16056852
285.9645136838	2.2	128	16056853
288.3525111918	0.1	126	16056865
288.4125088547	2.3	128	16056866
290.9025174772	0.1	126	16056886
290.9625151401	2.4	128	16056887
293.5555105304	0.1	125	16056901
293.6155081933	2.4	128	16056902
296.2085136418	0.1	125	16056920
296.2685113047	2.2	128	16056921
298.6555130427	0.1	127	16056941
298.7155107056	2.2	128	16056942
301.1025124435	0.1	125	16056954
301.1625101064	2.3	128	16056955
303.6525086706	0.1	125	16056991
303.7125163918	2.4	128	16056992
306.3065075521	0.1	125	16057002
306.3665152733	2.3	128	16057003
308.8565138375	0.1	125	16057023
308.9165115004	2.2	128	16057026
311.3035132383	0.1	127	16057052
311.3635109012	2.3	128	16057053
313.8535094653	0.1	126	16057081
313.9135171865	2.2	128	16057082
316.3005088662	0.1	125	16057108
316.3605165874	2.2	128	16057109
318.747508267	0.1	125	16057125
318.8075159882	2.3	128	16057126
321.2975145524	0.1	125	16057163
321.3575122153	2.3	128	16057167
323.8485166078	0.1	125	16057204
323.9085142707	2.2	128	16057205
326.2955160086	0.1	125	16057222
326.3555136715	2.4	128	16057223
328.9485090618	0.1	125	16057237
329.008516783	2.2	128	16057238
331.3955084627	0.1	125	16057258
331.4555161839	2.3	128	16057259
333.945514748	0.1	125	16057291
334.0055124109	2.4	128	16057292
