onset	duration	trial_type	eye_onset
0.6945839559	0.1	132	9493666
0.7545816188	2.4	135	9493667
3.3475870674	0.1	132	9493669
3.4075847303	2.2	135	9493670
4.3945840036	0	136	9493671
5.7945864682	0.1	132	9493673
5.8545841311	2.4	135	9493674
6.5865857934	0	136	9493675
8.4475895797	0.1	132	9493677
8.5075872426	2.4	135	9493678
8.9265851711	0	136	9493679
11.1005826329	0.1	132	9493681
11.1605802958	2.4	135	9493682
11.4975830947	0	136	9493683
13.7545815145	0.1	132	9493685
13.8145892357	2.2	135	9493686
14.108582813	0	136	9493687
19.2155858909	0.1	134	9493690
19.2755835538	2.4	135	9493691
19.9395811592	0	136	9493692
21.8685890024	0.1	132	9493694
21.9285866653	2.3	135	9493695
22.6605883275	0	136	9493696
24.4185852294	0.1	132	9493698
24.4785828923	2.3	135	9493699
24.9815876071	0	136	9493700
26.9685814564	0.1	133	9493702
27.0285891776	2.3	135	9493703
27.5215859001	0	136	9493704
29.5185877417	0.1	132	9493706
29.5785854046	2.2	135	9493707
30.8425898139	0	136	9493708
31.9655871426	0.1	132	9493710
32.0255848055	2.4	135	9493711
32.4925808643	0	136	9493712
34.6195860242	0.1	133	9493714
34.6795836871	2.3	135	9493715
35.7435891812	0	136	9493716
37.1695822512	0.1	134	9493718
37.2295899724	2.2	135	9493719
38.0255824362	0	136	9493720
39.616581652	0.1	132	9493722
39.6765893732	2.2	135	9493723
40.1265869324	0	136	9493724
42.0635810529	0.1	132	9493726
42.1235887741	2.4	135	9493727
42.7775884454	0	136	9493728
47.7305891399	0.1	132	9493731
47.7905868028	2.3	135	9493732
48.328584287	0	136	9493733
50.280585367	0.1	132	9493735
50.3405830299	2.3	135	9493736
50.8095806872	0	136	9493737
52.830581594	0.1	132	9493739
52.8905893152	2.4	135	9493740
53.2895813172	0	136	9493741
55.4845804756	0.1	132	9493743
55.5445881968	2.3	135	9493744
55.8315812086	0	136	9493745
58.0345867609	0.1	132	9493747
58.0945844238	2.2	135	9493748
58.6215882038	0	136	9493749
60.4815861617	0.1	133	9493751
60.5415838246	2.4	135	9493752
61.0525848751	0	136	9493753
63.1345892732	0.1	132	9493755
63.1945869361	2.2	135	9493756
63.5635851358	0	136	9493757
68.5955835913	0.1	132	9493760
68.6555812542	2.3	135	9493761
69.2055883293	0	136	9493762
71.1455898767	0.1	132	9493764
71.2055875396	2.3	135	9493765
71.966587234	0	136	9493766
73.6955861037	0.1	133	9493768
73.7555837666	2.3	135	9493769
74.4575815682	0	136	9493770
76.2455823307	0.1	132	9493772
76.3055799936	2.2	135	9493773
76.8675866013	0	136	9493774
78.6935875599	0.1	132	9493776
78.7535852228	2.4	135	9493777
79.2685894703	0	136	9493778
81.3465806131	0.1	134	9493780
81.4065883343	2.2	135	9493781
82.0285825466	0	136	9493782
83.7935900723	0.1	134	9493784
83.8535877352	2.2	135	9493785
84.3005879258	0	136	9493786
89.2545843904	0.1	134	9493789
89.3145820533	2.4	135	9493790
89.9315873568	0	136	9493791
91.9075875019	0.1	133	9493793
91.9675851648	2.2	135	9493794
92.5825888698	0	136	9493795
94.3545869027	0.1	132	9493797
94.4145845656	2.3	135	9493798
94.8635863547	0	136	9493799
96.9045831298	0.1	133	9493801
96.9645807927	2.4	135	9493802
97.7135809546	0	136	9493803
99.5585820113	0.1	132	9493805
99.6185897325	2.3	135	9493806
100.194587413	0	136	9493807
102.1085882967	0.1	132	9493809
102.1685859596	2.3	135	9493810
102.7055876737	0	136	9493811
104.6585845237	0.1	132	9493813
104.7185821866	2.3	135	9493814
105.0365848874	0	136	9493815
107.2085807507	0.1	132	9493817
107.2685884719	2.3	135	9493818
107.6985901629	0	136	9493819
109.758587036	0.1	132	9493821
109.8185846989	2.3	135	9493822
110.1605864649	0	136	9493823
112.308583263	0.1	132	9493825
112.3685809259	2.2	135	9493826
112.6215869968	0	136	9493827
114.7565884923	0.1	134	9493829
114.8165861552	2.2	135	9493830
115.4515857284	0	136	9493831
117.2035878931	0.1	132	9493833
117.263585556	2.3	135	9493834
117.5515843962	0	136	9493835
119.7535841202	0.1	133	9493837
119.8135817831	2.2	135	9493838
